"","ID","History","Portrait","Landscape","Genre","StillLife","Abstract","Other","Animal","diff","famous","sold","height","width"
"362","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2040",0,0,0,0,0,0,1,0,1,0,1,79,NA
"363","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2041",0,0,0,0,1,0,0,0,0.5,1,1,41.75,NA
"364","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2042",0,0,0,0,1,0,0,0,0.5,1,1,38.75,NA
"365","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2043",0,0,0,0,0,0,1,0,0.666666666666667,1,0,91.5,NA
"366","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2044",0,0,0,0,1,0,0,0,0.333333333333333,1,1,39,NA
"367","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2045",0,1,0,0,0,0,0,0,0.333333333333333,0,1,50,39.5
"368","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2046",0,0,0,0,1,0,0,0,0.5,0,1,27.5,NA
"369","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2047",0,1,0,0,0,0,0,0,0.333333333333333,0,1,29.75,24.75
"370","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2048",0,0,0,0,0,0,1,0,0.666666666666667,0,1,NA,NA
"371","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2049",0,0,0,0,1,0,0,0,1,0,0,28.5,NA
"372","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2050",0,0,0,0,0,0,1,0,0.4,0,1,NA,NA
"373","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2051",0,0,0,0,1,0,0,0,0.5,0,1,40.5,NA
"374","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2052",0,0,0,0,1,0,0,0,0.5,0,1,28.5,NA
"375","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2053",0,0,0,0,1,0,0,0,0.333333333333333,0,1,NA,NA
"376","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2054",0,0,0,0,0,0,1,0,0.4,0,1,NA,NA
"377","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2055",0,1,0,0,0,0,0,0,0.333333333333333,0,0,50,40.25
"378","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2056",0,0,0,0,1,0,0,0,0.5,0,1,29.25,NA
"379","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2057",0,0,0,0,1,0,0,0,1,0,1,27.5,NA
"380","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2058",0,0,0,0,0,0,1,0,0.666666666666667,0,1,NA,NA
"381","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2059",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"382","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2060",0,0,0,0,1,0,0,0,0.4,0,1,NA,NA
"383","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2061",0,0,0,0,1,0,0,0,1,0,1,NA,NA
"384","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2062",0,1,0,0,0,0,0,0,0.666666666666667,0,1,30,25
"385","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2063",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"386","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2064",0,0,0,0,0,0,1,0,1,0,1,NA,NA
"387","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2065",0,0,0,0,1,0,0,0,1,0,0,NA,NA
"388","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2066",0,1,0,0,0,0,0,0,0.5,0,1,30,25
"389","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2067",0,0,0,0,1,0,0,0,1,0,1,30.25,NA
"390","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2068",0,0,0,0,1,0,0,0,0.333333333333333,1,1,6.875,NA
"391","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2069",0,0,0,0,1,0,0,0,0.333333333333333,1,1,7.75,NA
"392","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2070",0,0,0,1,0,0,0,0,0.666666666666667,1,1,6.75,NA
"393","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2071",0,0,0,0,0,0,1,1,0.428571428571429,1,1,4.25,NA
"394","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2072",0,0,0,1,0,0,0,0,0.285714285714286,1,1,6.75,NA
"395","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2073",0,0,0,1,0,0,0,0,0.285714285714286,1,1,7.5,NA
"396","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2074",0,0,0,1,0,0,0,0,0.5,1,0,4.25,NA
"397","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2075",0,0,0,1,0,0,0,0,0.5,1,1,4.5,NA
"398","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2076",0,0,0,1,0,0,0,0,0.5,1,1,4.5,NA
"399","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2077",0,0,0,1,0,0,0,0,0.5,1,1,4,NA
"400","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2078",0,0,0,1,0,0,0,0,0.5,1,0,11,4.375
"401","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2079",0,0,0,0,1,0,0,0,0.5,1,0,13.375,NA
"402","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2080",0,0,0,0,1,0,0,0,0.5,1,1,0,5.875
"403","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2081",0,0,0,0,0,0,1,0,0.25,1,1,7.25,NA
"404","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2082",0,0,0,1,0,0,0,0,0.333333333333333,1,1,6.5,NA
"405","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2083",0,0,0,0,0,0,1,0,0.5,1,0,6.125,NA
"406","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2084",0,0,0,0,1,0,0,0,0.333333333333333,1,1,42,NA
"407","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2085",0,0,0,0,1,0,0,0,0.6,1,1,41.5,NA
"408","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2086",0,1,0,0,0,0,0,0,0.25,0,1,38.25,28.625
"409","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2087",0,0,0,0,0,0,1,0,0.5,0,1,NA,NA
"410","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2088",0,0,0,0,1,0,0,0,0.5,1,1,38.25,NA
"411","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2089",0,0,0,0,1,0,0,0,0.666666666666667,0,1,34.5,NA
"412","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2090",0,1,0,0,0,0,0,0,0.666666666666667,1,0,30,25
"413","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2091",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"414","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2092",0,0,0,0,1,0,0,0,0.4,0,1,NA,NA
"415","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2093",0,0,0,0,1,0,0,0,0.666666666666667,0,1,NA,NA
"416","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2094",0,0,0,0,0,0,1,0,0.5,0,1,NA,NA
"417","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2095",0,0,0,0,0,0,1,0,1,0,1,33,NA
"418","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2096",0,0,0,0,0,0,1,0,0.5,0,1,44.75,NA
"419","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2097",0,0,0,0,1,0,0,0,0.666666666666667,0,1,NA,NA
"420","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2098",0,0,0,0,1,0,0,1,0.666666666666667,1,1,38,NA
"421","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2099",0,0,0,0,1,0,0,0,0.333333333333333,0,1,NA,NA
"422","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2100",0,0,0,0,1,0,0,0,0.666666666666667,0,1,48,NA
"423","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2101",0,0,0,0,1,0,0,0,1,0,1,NA,NA
"424","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2102",0,0,0,0,0,0,1,0,0.5,0,1,NA,NA
"425","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2103",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"426","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2104",0,0,0,0,0,0,1,0,0.666666666666667,0,0,78,NA
"427","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2105",0,0,0,0,0,0,1,0,0.666666666666667,0,1,89,NA
"428","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2106",0,0,0,0,0,0,1,0,1,0,1,NA,NA
"429","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2107",0,0,0,0,1,0,0,1,0.666666666666667,0,0,27.5,NA
"430","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2108",0,0,0,0,1,0,0,0,0.5,0,0,NA,NA
"431","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2109",0,0,0,0,0,0,1,0,0.5,0,0,101,NA
"432","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2110",0,0,0,1,0,0,0,0,0.444444444444444,0,1,9.5,NA
"433","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2111",0,0,0,0,1,0,0,0,0.666666666666667,0,1,NA,NA
"434","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2112",0,0,0,0,0,0,1,0,0.5,0,1,NA,NA
"435","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2113",0,0,0,0,1,0,0,0,0.5,0,0,NA,NA
"436","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2114",0,0,0,0,1,0,0,1,0.5,1,1,38.5,NA
"437","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2115",0,0,0,0,1,0,0,0,0.6,0,1,93.25,NA
"438","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2116",0,0,0,0,0,0,1,0,0.5,0,1,99.75,NA
"439","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2117",0,0,0,0,1,0,0,0,1,0,1,NA,NA
"440","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2118",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"441","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2119",0,0,0,0,1,0,0,0,0.666666666666667,1,1,38.75,NA
"442","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2120",0,0,0,0,1,0,0,0,0.666666666666667,0,0,38.5,NA
"443","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2121",0,0,0,0,0,0,1,0,0.5,0,1,NA,NA
"444","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2122",0,0,0,0,1,0,0,0,1,0,1,2.5,NA
"445","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2123",0,0,0,0,1,0,0,0,0.666666666666667,0,1,28.75,NA
"446","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2124",0,0,0,0,1,0,0,0,0.5,1,1,9.25,NA
"447","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2125",0,0,0,0,1,0,0,0,0.333333333333333,1,1,8.25,NA
"448","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2126",0,0,0,1,0,0,0,0,0.5,1,0,17,7.125
"449","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2127",0,0,0,1,0,0,0,0,0.333333333333333,1,1,8.5,NA
"450","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2128",0,0,0,0,1,0,0,0,0.5,1,1,12,NA
"451","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2129",0,0,0,0,1,0,0,0,0.5,1,1,7.25,NA
"452","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2130",0,0,0,0,1,0,0,0,0.333333333333333,1,1,6.625,NA
"453","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2131",0,0,0,1,0,0,0,0,0.333333333333333,1,1,12,10.125
"454","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2132",0,0,0,1,0,0,0,0,0.5,1,1,5.25,NA
"455","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2133",0,0,0,0,0,0,1,0,0.285714285714286,1,1,17,9
"456","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2134",0,0,0,1,0,0,0,0,0.333333333333333,0,1,5.25,NA
"457","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2135",0,0,0,0,1,0,0,0,0.6,1,1,13.75,NA
"458","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2136",0,0,0,0,1,0,0,0,0.4,1,0,10,NA
"459","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2137",0,0,0,1,0,0,0,0,0.5,1,1,10.5,NA
"460","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2138",0,0,0,0,0,0,1,0,0.5,1,1,4.25,NA
"461","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2139",0,0,0,0,1,0,0,0,0.5,1,1,8.125,NA
"462","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2140",0,0,0,0,0,0,1,0,0.5,1,1,4,10.125
"463","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2141",0,0,0,0,1,0,0,0,0.4,1,0,5.5,NA
"464","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2142",0,0,0,1,0,0,0,0,0.5,1,1,10.5,NA
"465","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2143",0,0,0,0,0,0,1,0,0.5,0,1,89,NA
"466","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2144",0,0,0,0,0,0,1,0,0.333333333333333,0,1,63.25,NA
"467","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2145",0,0,0,0,1,0,0,0,0.666666666666667,0,1,29.5,NA
"468","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2146",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"469","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2147",0,0,0,0,0,0,1,0,0.5,0,1,94,NA
"470","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2148",0,0,0,0,1,0,0,1,0.5,0,1,NA,NA
"471","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2149",0,0,0,0,1,0,0,0,0.5,1,1,40.25,NA
"472","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2150",0,0,0,0,0,0,1,0,0.4,0,1,NA,NA
"473","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2151",0,0,0,0,0,0,1,0,0.666666666666667,0,1,NA,NA
"474","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2152",0,0,0,0,1,0,0,0,0.666666666666667,1,1,38.5,NA
"475","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2153",0,0,0,0,0,0,1,0,0.666666666666667,0,1,101,NA
"476","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2154",0,0,0,0,1,0,0,0,0.5,0,0,NA,NA
"477","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2155",0,0,0,0,1,0,0,0,0.5,1,1,38.25,NA
"478","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2156",0,0,0,0,1,0,0,0,0.5,1,0,38.5,NA
"479","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2157",0,0,0,0,1,0,0,0,0.5,1,0,38.5,NA
"480","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2158",0,1,0,0,0,0,0,0,0.4,0,1,30,24.5
"481","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2159",0,0,0,0,1,0,0,0,0.666666666666667,0,1,NA,NA
"482","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2160",0,0,0,0,1,0,0,0,0.5,0,0,39.75,NA
"483","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2161",0,0,0,0,1,0,0,1,0.5,0,1,32.75,NA
"484","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2162",0,0,0,0,0,0,1,0,1,0,1,97.5,NA
"485","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2163",0,1,0,0,0,0,0,0,0.5,0,1,30,24.75
"486","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2164",0,0,0,0,1,0,0,0,1,0,0,NA,NA
"487","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2165",0,1,0,0,0,0,0,0,0.25,0,1,40.5,28.75
"488","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2166",0,0,0,0,0,0,1,0,0.5,0,1,11.5,NA
"489","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2167",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"490","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2168",0,0,0,0,0,0,1,0,0.5,0,0,29,NA
"491","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2169",0,0,0,0,1,0,0,0,1,0,1,NA,NA
"492","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2170",0,1,0,0,0,0,0,0,0.666666666666667,0,1,30,25
"493","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2171",0,0,0,0,0,0,1,0,0.333333333333333,0,1,22.25,NA
"494","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2172",0,0,0,0,1,0,0,0,1,0,1,34.75,NA
"495","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2173",0,0,0,0,1,0,0,0,0.5,1,1,41,NA
"496","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2174",0,1,0,0,0,0,0,0,0.5,0,1,25.5,21.625
"497","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2175",0,0,0,0,1,0,0,0,0.5,0,1,NA,NA
"498","americana-collection-george-s-parker-ii-caxambas-foundation-n09605_2176",0,0,0,0,1,0,0,0,0.666666666666667,0,1,NA,NA
